,MRK,NVAX,NVTA,BMRN,CTMX,BPMC,SGEN,ICLR,GILD,VXRT,EVT,ALLO,ALT,EXEL,DTIL,SAN,AGEN,MRNA,BLUE,INO,ZIOP,MTEM,MGNX,GH,EDIT,NSTG,ALNY,IQV,CRL,TXG,AMGN,SWTX,TCRR,IBRX,EXAS,ISEE,ADAP,SGMO,RAPT,REGN,FATE,TECH,QGEN,BIIB,PSNL,BGNE,ARCT,FGEN,LGND,BCRX,GMAB,VRTX,SYRS,ILMN,NTLA,VIR,CRSP,INCY,NTRA,TWST,BNTX,BBH,IDNA
2016-07-12,8401273,4113220,57869,1725473,104778,331041,518158,518096,7857677,,151801,,13999,3387880,,9792267,1125135,,842403,768366,2009721,699178,211353,,118370,54486,793205,1760360,286581,,2407151,,,246996,7854014,319582,126746,708581,,741481,94800,149765,1427574,1175107,,59376,72340,415078,404215,463485,1088,1548387,18367,1575628,120502,,,594028,291849,,,94870,
2016-07-13,6793085,4825838,41910,1943935,120027,79741,853875,313461,8334368,,135537,,186898,2713619,,7867114,868788,,1016107,1346316,3206897,841866,175222,,104346,72236,983571,752052,465193,,2691810,,,244189,5891426,505547,98185,779676,,624313,102300,157788,1109018,1285359,,49621,71591,462771,442900,571571,162,945726,44962,957086,128666,,,641186,239422,,,68797,
2016-07-14,7345381,3702997,62344,1448512,43523,106650,558919,257360,8104351,,223235,,140593,6265979,,8063476,662485,,705739,1009743,1657513,768941,160799,,88411,59771,562543,1065888,195546,,2444804,,,498258,2708288,595091,62519,500164,,743864,115600,261137,747391,1295371,,49208,75394,517545,675452,489273,134,990289,50829,655580,144003,,,735916,131336,,,53302,
2016-07-15,8148190,5564686,39344,2916697,48173,74109,707314,253105,11483309,,97028,,203935,6089624,,3270350,938106,,705733,665270,12691236,490333,226537,,60434,73489,875118,1033053,220554,,3179693,,,260404,2403880,537108,135798,714252,,1242475,180500,263894,564868,2404882,,56401,87736,361213,270602,316974,421,1309647,57112,787739,154681,,,1023196,168839,,,64683,
2016-07-18,8754197,2857042,110824,2381621,41712,65079,555814,299752,6788252,,194699,,187339,3730045,,3467450,533606,,558859,672774,1747400,513617,299488,,69211,45878,661777,555275,172087,,1815610,,,263646,2259197,464892,127116,307902,,763616,200300,178151,1266912,2133040,,55188,88507,198374,267330,302258,797,1127156,273825,711788,130668,,,674209,197218,,,68570,
2016-07-19,8881337,3913833,80711,1150650,58164,93650,521668,341445,9832808,,153259,,180614,3699149,,7023384,1007740,,929355,1073515,6095665,627805,243413,,54657,116874,906201,1585387,317631,,2249524,,,326552,2074954,415267,196568,580828,,605691,122900,126959,599894,1094509,,42410,91781,253791,398265,333178,170,1112312,85698,686912,130198,,,629056,206302,,,40440,
2016-07-20,6475748,3282664,100453,1506427,71740,69527,567848,407271,9055877,,138777,,187641,2224759,,5390957,740810,,1188542,1234719,2727341,317158,205618,,85305,44074,666890,1011051,261257,,2161425,,,198760,3550504,574557,511130,1517553,,631344,287500,125777,771208,1830168,,118981,35138,304290,999739,504839,73,1309436,15730,937289,104485,,,1441014,137977,,,60298,
2016-07-21,6119844,3379904,45020,1859457,29940,76348,751250,277692,9453443,,247733,,239901,3480498,,6149667,803806,,1158075,752662,1951855,535277,200047,,162937,88423,774176,1141733,298909,,1971762,,,158905,3762719,550694,203568,765736,,782626,105300,125565,630752,5548039,,80756,39312,348586,521208,434051,465,1783324,29159,788502,345824,,,1398404,110494,,,380779,
2016-07-22,6269481,5917290,51170,1235183,46257,55351,692805,506263,7374693,,91846,,332383,2952977,,5039926,764692,,575841,553698,2117867,380268,107647,,214385,31509,770778,923655,299425,,2500362,,,99450,2597270,376754,160253,383680,,477812,109800,129838,1201688,3394578,,41468,34378,266539,308134,392289,425,1235510,10342,541670,279423,,,642725,78561,,,104994,
2016-07-25,8037217,5013797,56613,1162488,77363,152176,465484,350172,15718506,,80979,,108265,2738437,,3062077,557806,,527876,683494,1567162,600479,104036,,107532,80576,3493118,1137314,296532,,2704894,,,138205,3898106,365369,71899,507074,,386898,103400,92722,881733,1977714,,39121,47566,209299,254265,295390,99,1911970,56817,928542,129256,,,762397,105169,,,76207,
2016-07-26,7150768,3627006,50286,2160802,158938,71152,848489,1386594,47371895,,112289,,131460,7302488,,5560451,781521,,757134,1869671,1730093,957232,145918,,58845,63215,810429,1324643,443672,,2883618,,,139250,29844101,331400,56613,727765,,593704,89700,171303,978667,1987081,,37237,61287,352844,404488,356843,494,1657875,22703,1656494,122966,,,655680,53273,,,73345,
2016-07-27,7882987,5259298,76028,5832323,151262,63571,1356047,835715,14103755,,96705,,527133,4750578,,7471794,968062,,1389185,1200224,1908158,671933,143076,,87923,55269,699030,3662097,264895,,4200156,,,152484,11010079,354381,105968,943212,,1001943,244100,228341,954295,1458156,,23303,42424,240184,256147,1894833,864,2299202,43140,3559717,132005,,,699192,238417,,,111914,
2016-07-28,7289712,3516614,42545,2503207,69842,55189,529626,815226,13010978,,126614,,119164,4344589,,7158408,1702526,,1047282,595630,1242296,377442,247808,,66130,61982,696647,2169710,265444,,5192503,,,233621,19218151,462267,79543,457886,,623765,3194100,142114,1428273,1454493,,47458,25620,308902,343591,1032283,30,1455259,14271,1501704,566072,,,574745,211017,,,97610,
2016-07-29,8490917,4066823,58362,1448311,67645,143596,652361,889539,19465672,,137222,,183639,8709455,,5779817,2312904,,737302,1487852,1342729,342264,144652,,183866,108552,622464,3250255,262588,,3121594,,,133884,4515159,586952,55704,638723,,1370477,525300,220844,4346493,1338487,,61994,32983,326725,513815,906637,122,1012773,6143,1217434,172717,,,859753,202095,,,114165,
2016-08-01,8871180,4107157,57396,2102667,42368,162261,940868,602655,14758005,,159910,,111348,5901902,,6467310,1516942,,976971,2514341,1710774,543809,280371,,123637,48530,986250,1807270,319948,,3571929,,,299046,7265517,392387,89716,702675,,1405860,206300,189164,1332411,3565617,,141784,64905,311642,394552,653350,853,1988579,16551,1087880,143959,,,1488928,161286,,,157580,
2016-08-02,6826271,3618654,53122,1926746,65380,119178,969047,638488,13408193,,126710,,87819,5015326,,12023045,1052864,,866788,2827792,1460075,328038,240991,,141968,46667,958283,1188694,566875,,6588988,,,254117,4009877,596931,338063,949914,,1251045,140300,180709,1179398,7799985,,67927,45341,305875,471060,757383,592,2144656,95619,1594993,141613,,,1377157,123542,,,175876,
2016-08-03,9637335,4317670,40563,1684809,33187,339548,740100,448897,10868088,,89045,,60685,7463377,,8919582,1132827,,1104610,3057981,1265716,474677,228093,,70518,89557,444189,1119688,940074,,3911777,,,255709,3271945,567590,81304,920111,,1102775,209700,200963,1201756,6040515,,48346,191930,282694,390486,2172453,112,1492129,11260,947582,77811,,,797156,122251,,,84324,
2016-08-04,5541344,3349913,50607,1458037,102128,78784,684166,386846,9738262,,103706,,39096,22386776,,8096875,772488,,1812211,1474841,1733643,2184663,516736,,83308,515858,747472,585884,512622,,2122162,,,187062,4425351,406024,158832,4975486,,2026865,135400,102099,650640,2002341,,24059,94667,555113,536224,1882071,124,1414118,27199,553667,51719,,,826561,159323,,,103770,
2016-08-05,72875999,2731510,47277,2088914,93849,161634,717033,380149,10692338,,151783,,150223,8781667,,5539839,1831932,,1276140,1550156,1224920,1001059,228114,,160101,300248,1094242,606106,446976,,2228857,,,249015,4589999,442128,84823,1052129,,1111549,150100,128370,748370,1358794,,39409,94567,301487,1316796,1104019,375,1113873,26880,642786,579971,,,701836,382961,,,63287,
2016-08-08,25045257,2812919,92556,1442198,88761,155966,743795,455975,9511596,,161444,,8987,5434080,,6011526,1250347,,885948,2159298,1257172,433021,201695,,412025,119530,727785,1042007,370969,,2706525,,,246206,3930459,448247,399429,1005508,,828603,1850600,104840,955920,2136783,,49480,102442,246636,713807,720278,65,1578231,42885,1059246,158494,,,1024007,339800,,,66344,
2016-08-09,12234367,3793677,242175,5180259,85677,157981,761701,345725,9578220,,85735,,1736,7035519,,3857515,876100,,536426,2034963,1692104,375685,165696,,214162,129725,330264,1036554,256497,,2094672,,,153098,2431447,344676,168284,816686,,491094,626000,79331,612405,1132233,,21723,120134,627238,555954,3950375,4388,1155955,57227,767566,210162,,,1661509,310960,,,46597,
2016-08-10,8835354,11103256,89621,2209815,36548,195761,469967,251937,12022219,,285986,,95397,7563759,,4263698,1121275,,718722,1380187,4991017,393972,149779,,469524,61563,513398,1117849,263586,,2476560,,,238548,5479288,639808,129706,1148661,,468527,308600,112359,1056035,1236312,,92228,66706,430304,392153,2685811,2564,1163894,10698,854642,315532,,,1216176,206786,,,70837,
2016-08-11,10365025,5675190,42657,1342818,73773,156064,393696,268670,8454708,,78699,,166962,3461069,,3474807,1384730,,543478,1127807,1730361,372121,216605,,448143,288705,450104,1111938,327036,,2142821,,,277953,5179926,370991,124817,1710167,,372626,179500,76051,879035,1771130,,77645,64544,448997,416250,1503994,263,744396,19449,992972,147424,,,1712304,205828,,,40588,
2016-08-12,6244281,8179516,37600,1346784,77289,287702,429218,151786,8433980,,112425,,214971,2505582,,3095349,1498099,,531279,613904,1799132,410869,196159,,324867,81243,375870,803775,259641,,1863171,,,223053,4595142,285488,82732,1419378,,296555,357800,74600,877078,993791,,68523,41292,236741,270306,6049831,15,605328,16573,568766,89813,,,856381,110860,,,27339,
2016-08-15,6650069,4747028,131753,1835337,70823,193105,531313,353859,7464775,,86696,,160296,2634247,,3824346,1150036,,843393,885669,2093716,802657,362738,,208206,144031,387813,613148,202897,,2784334,,,228305,5246626,306842,49357,689452,,368836,241600,76622,635545,929774,,120970,61143,422389,280156,2130819,2850,547753,20675,1412693,208771,,,988489,123074,,,64564,
2016-08-16,5680058,4516425,64291,1481008,29497,321309,570154,464349,7969868,,122557,,110320,2513113,,3482969,1106345,,746944,763105,2058210,368517,244175,,251829,383365,378661,501407,528692,,2622818,,,267419,5232061,339077,44403,541431,,529884,152700,177650,829527,946103,,32486,45130,300928,292144,1414238,89,1183549,400857,1321795,315846,,,1387675,194525,,,38939,
2016-08-17,8271531,2717756,76309,1499346,20732,294687,477399,302639,10583799,,90140,,54953,3036689,,3864224,927221,,630974,918410,1713333,45506063,184565,,352752,68744,339536,718486,265577,,2580941,,,208816,2692640,397785,59738,433697,,460727,396800,277460,1115756,852640,,47881,51571,262421,433132,1323486,942,852910,67189,922968,281502,,,1283444,406142,,,43659,
2016-08-18,6926572,5584509,51752,965548,28963,183129,305151,360849,8994390,,76621,,66475,5197102,,3069466,753083,,750699,729645,1229420,7710694,144453,,539695,86081,368427,740173,298062,,3422571,,,171195,2132024,315574,79707,578222,,641759,471500,236098,624552,878954,,30126,46277,245787,266692,812187,371,744572,27880,6428434,105222,,,1246928,178672,,,30490,
2016-08-19,8480039,5514040,63493,698638,31033,145090,325832,172231,8227939,,125071,,112294,3457198,,4951796,652676,,1257212,750191,1137621,5653514,160725,,403671,71466,346697,760982,199704,,2696372,,,118522,1781902,603921,97240,440870,,701864,271500,159659,408571,1393517,,47713,44192,244808,374073,584379,185,891947,33609,1015440,162974,,,1146796,399099,,,23734,
2016-08-22,6447228,4131538,18450,3985359,44710,128275,675968,190238,7521994,,197791,,74066,7373640,,2442171,829699,,772198,1567098,1378712,16538924,167510,,367558,170633,747169,638026,218241,,2603742,,,454162,1971933,945061,91416,904116,,907535,208900,157367,466514,1317755,,29347,56372,398252,434411,544418,943,1346614,16491,1206417,241807,,,2808185,386361,,,69336,
2016-08-23,5798353,2684007,33643,1696076,120905,163090,782511,161273,8279443,,89059,,52407,5241620,,4066794,854276,,838357,960153,1150280,3666933,189895,,427471,149384,307428,723382,348690,,2376537,,,433253,2205862,673540,46285,495802,,452161,67100,132602,648473,1429298,,20797,40440,286505,294565,1008211,2156,844279,24433,674208,270681,,,1256692,294264,,,53084,
2016-08-24,7477273,7897415,130279,2482655,67224,248208,894073,344258,9699633,,98656,,92679,8267164,,3888228,1404823,,1673940,1636132,6648,2627934,245233,,437683,108633,808598,1188752,364471,,3054987,,,338779,4337278,863945,115273,1071960,,605157,104800,155058,842559,1646520,,40788,115396,377963,556982,1177798,100,1494528,39299,1022140,845318,,,3333132,238908,,,73291,
2016-08-25,7947489,5534865,59918,1633078,30963,157413,1526391,413722,9220130,,271858,,85076,6177530,,2986566,968630,,1235381,1493976,18117,1996252,194104,,235688,71311,682292,748574,322922,,2623837,,,255549,2723437,567305,82319,1716341,,830464,300900,146363,1305524,1669761,,61589,76263,491142,471369,1624500,300,1349446,11323,603012,637867,,,1639390,297207,,,76229,
2016-08-26,7793815,5417793,123851,1294891,42468,140879,652569,200997,8928026,,83543,,108587,4638672,,5166948,1336303,,899764,987231,1453449,978482,224981,,248066,157751,414638,581588,378086,,2925290,,,180478,1931293,711729,77232,860096,,664326,70500,93865,1425306,1124177,,29465,41202,288494,261513,627539,3273,731131,7589,820145,357069,,,891449,184719,,,47992,
2016-08-29,5575752,3645163,75833,800206,38935,125647,437056,295199,15383507,,109939,,18964,4162786,,2877097,1762843,,694713,2831707,1357562,4971325,196929,,398607,108556,402068,1200543,233637,,2512225,,,172677,1567578,254623,43461,567300,,554880,57200,125863,778020,1044953,,12495,141794,229051,259010,477703,0,595225,34920,588321,229457,,,591455,152293,,,39636,
2016-08-30,6178036,5262806,68943,712516,23001,156542,531179,265316,9174195,,113469,,9456,3608800,,3664369,1044354,,818331,1633690,2384980,10045745,243558,,457926,78537,512896,878707,260541,,1803720,,,305609,1691991,382035,28278,454863,,526904,26600,159813,931514,1070960,,20392,886794,232720,372394,334333,518,674391,491408,577128,247656,,,764488,164946,,,42028,
2016-08-31,8860461,3367940,265540,1275966,56475,199730,433507,297035,9758501,,160093,,6364,3600043,,7277302,951109,,1019245,1189137,1850328,3887718,220754,,286125,78535,369628,672274,269586,,2936441,,,202322,3044187,302132,151692,866055,,568911,80100,170201,724413,1044983,,36727,203781,284552,297320,700148,1997,798207,156697,703568,150395,,,1218743,182427,,,37440,
2016-09-01,6544694,2766439,85634,1012496,61180,149716,440129,332408,12403880,,123439,,81040,3869528,,6389802,925191,,595771,1007894,1537585,2437409,215721,,176369,142440,359276,720025,189679,,1876141,,,175182,2586572,250730,119394,787559,,479344,221000,229390,832765,1068034,,47656,134439,220396,406419,393134,675,966637,27375,562774,78756,,,670199,211504,,,56533,
2016-09-02,7613244,2443113,56125,801788,89409,104446,526199,347477,7956223,,71865,,171564,3519264,,5144080,565250,,468750,605779,1066315,21114131,93534,,287203,82078,292599,359684,315441,,2083804,,,116469,2207519,426319,64046,465422,,744447,116100,166210,654325,2233859,,8730,146786,294664,358896,322615,87,843132,8430,503289,78251,,,1131127,98545,,,38777,
2016-09-06,7930326,5038739,214932,1083017,183639,384269,992569,430201,11648436,,122090,,276694,6612856,,3753934,979902,,732063,969269,2198590,20296831,301408,,772709,42886,484477,435411,917783,,1919702,,,397589,2098017,419849,38290,1457393,,1167004,64700,135743,1182815,1705393,,24110,95139,438406,359731,351092,1221,877620,36278,663264,186752,,,1578951,218519,,,53648,
2016-09-07,8668038,4827041,152296,1475689,113809,280217,1077643,369959,8232697,,90581,,214436,3754800,,3284178,1008856,,673815,632202,1686493,4616513,203182,,217540,64628,459800,652048,769498,,2013680,,,268944,2605594,526641,155926,642838,,820022,200800,240363,645683,1155574,,44842,72485,370038,674692,1604746,261,928256,14931,607839,105526,,,2257387,125118,,,59858,
2016-09-08,9186287,5233704,145548,1177885,144627,195349,1404308,307271,8549621,,79811,,171150,4244732,,8709103,929124,,2365017,672897,1538964,2278273,184570,,380919,73984,307278,662149,450907,,2611176,,,196471,1526532,510015,167090,1138174,,672587,137700,233680,621838,1482300,,31629,37061,263153,269388,927053,606,1021660,17836,644121,256766,,,807735,141350,,,37750,
2016-09-09,12587535,14930271,191412,1295300,113819,160951,1777593,261253,10415211,,125896,,139338,4538672,,15042009,1244479,,1123054,1299400,1845572,3260564,203529,,426520,111211,501100,926843,421867,,3131402,,,333084,2077323,536460,99402,1068013,,929193,168200,198168,1187753,1976236,,48403,85873,552229,381337,767253,527,1313641,21577,808421,202670,,,1098399,158524,,,58458,
2016-09-12,10629499,8981954,118339,1100492,136390,348456,986576,258412,8896126,,171571,,76752,4566251,,16993503,1331991,,1466515,2592459,2475677,2790397,452669,,241800,78140,497025,792356,540901,,4451546,,,265072,3094583,589693,49149,1904127,,756775,66000,167523,1894562,1810964,,19682,191082,392248,269001,640519,448,1123605,16496,976292,124169,,,1467972,145231,,,80556,
2016-09-13,10223437,5790918,120960,1222448,118500,257635,1092376,139978,9389637,,150949,,134417,4917110,,5487035,835978,,990595,1471741,1510449,2520752,293700,,342876,107068,493253,1020045,365140,,3162609,,,154337,2299777,491428,63185,1290325,,768156,187600,147738,1024685,1829334,,66984,124517,287591,388363,1127412,2429,927299,35219,1021769,90324,,,1069829,120820,,,47229,
2016-09-14,10421771,5986838,131176,1256470,201828,294451,1447709,248073,8323298,,147204,,101843,7455830,,4759971,1763038,,1529653,1546407,1290294,1611548,220907,,362300,121147,598178,1380660,466989,,2808627,,,173422,2749894,341002,63461,878988,,659673,90100,204751,967492,1538707,,169352,127518,287798,440929,886818,4,4994568,27702,735531,108079,,,1090166,116109,,,44557,
2016-09-15,9026862,25171142,68399,1018446,113523,207091,1229050,220535,10138588,,87123,,187674,5685969,,5399599,946036,,4196411,1036698,2192172,1792475,157265,,239350,131050,388897,954153,231813,,2931367,,,244797,1673764,935471,160981,540008,,809803,113700,213213,1659300,1276546,,75654,136532,615391,211427,890512,254,2575963,25808,915043,404875,,,1098050,130396,,,35228,
2016-09-16,12431993,242232485,539119,2261637,726130,676074,1859259,406447,10307872,,108980,,866854,8480231,,4182237,2743868,,2506521,1488491,2795558,1254467,464835,,1068335,205675,728566,1251626,392887,,4028315,,,839549,3903507,1013926,73284,1382790,,1311812,419500,261211,1767404,1874532,,48382,59446,767779,410253,1088640,367,2130264,96295,1525409,353138,,,1461869,613931,,,59609,
2016-09-19,11287630,82922752,78174,2106637,162694,125314,586009,494730,7234173,,93543,,309996,5585924,,2848942,1532503,,1782992,873497,1748844,2818059,143484,,525546,190917,594125,891636,272005,,2226821,,,515924,2455012,654197,69461,780109,,581014,302500,196801,916727,1108344,,142109,93888,561865,246015,1264287,305,1183354,57995,487953,142354,,,1223684,116648,,,82201,
2016-09-20,9211610,30339912,56847,926973,135463,148875,778956,236337,17560698,,89594,,227224,6108102,,3222790,1868584,,1455760,985055,2688092,2287657,141097,,338380,253306,666820,833644,280691,,2607730,,,472809,2507800,626282,74649,749838,,626928,278000,174647,846791,1100149,,101606,138507,620494,283130,980811,1053,934812,24407,786856,93270,,,1102208,112414,,,87321,
2016-09-21,7219032,95325085,55808,1307825,114547,280775,743894,365439,13628830,,213539,,248958,11770654,,4324281,1620672,,1507769,2612016,2054416,2697394,208798,,263846,182131,545969,455062,331741,,2516407,,,398556,2378636,460430,189481,713305,,751396,266900,255648,681375,1527608,,62927,40584,394363,396206,613029,3164,1936763,23582,779332,894046,,,1522862,169836,,,36169,
2016-09-22,8447562,85152254,91840,1053706,190370,159600,820456,696493,8213760,,93670,,316573,7541118,,3828864,1225106,,1498981,854834,1182974,995944,154877,,223887,192692,494381,585794,370375,,2338322,,,300520,2174039,336752,123095,1219502,,621493,786700,157764,788404,1378024,,77284,60267,333520,204256,1003398,1100,1191840,14978,1098852,479789,,,1440995,151123,,,38515,
2016-09-23,7679801,70923620,45211,812600,190518,140769,655530,331137,7534538,,102228,,162602,5494102,,4115098,1694196,,1194751,772585,1232986,1544164,318518,,289989,166069,484655,1200846,277427,,2238657,,,282601,3543565,314347,88483,999250,,689342,358400,157859,453837,881641,,79609,33719,324640,192613,914893,30,1222221,19968,791939,290449,,,1339735,111089,,,26623,
2016-09-26,6983821,37919278,53306,823786,110506,356608,452458,244369,9036049,,83152,,134296,6770653,,5075146,1049565,,936076,628792,1478425,1221236,126991,,337480,159618,382362,625291,251592,,1798462,,,173699,2395833,365116,74304,588205,,658631,339700,142243,1056583,924232,,95275,45361,287812,221341,743845,355,1608129,102937,645769,181887,,,1084745,92460,,,67457,
2016-09-27,7340756,54060809,44233,1183690,87706,178737,607077,279676,13214277,,134058,,103240,5826697,,4596136,1192839,,1379628,783107,1474009,1137880,311263,,226135,105028,367557,465853,237921,,4798864,,,228912,2215915,366305,406588,688176,,964518,455100,189948,1695925,1104517,,186803,61752,304323,2828978,824012,400,1520320,21283,793983,96309,,,1219571,129686,,,35256,
2016-09-28,11782741,29109715,43950,1194396,97603,279645,621206,302268,6854065,,71763,,163750,28075108,,4912528,1259113,,1707236,899653,2189768,2342658,231364,,226907,98611,422727,614784,237205,,3300683,,,178286,2259903,544361,142066,839911,,779435,184900,127520,1174424,1020123,,316736,21516,300457,822891,651741,685,1715021,30209,662283,100424,,,2652619,171516,,,53532,
2016-09-29,10930029,28279871,42575,1046414,57972,257331,892885,380098,7618560,,128113,,187048,17038918,,10233157,1039421,,1494643,896744,2240972,2638973,272372,,234299,78764,1378031,991737,258204,,3803974,,,203493,4160411,831548,205968,937331,,594172,130300,205107,856832,1133926,,42857,9779198,467317,477236,714840,2648,2381055,73290,952506,795008,,,2664085,418785,,,62820,
2016-09-30,13600560,16892216,103653,1476016,90905,144848,786242,402480,11031540,,146774,,254737,9288248,,7511356,1427232,,1149692,876626,1280939,19269988,171095,,173549,685675,857140,2438185,325611,,3999620,,,201599,2808467,5436436,854688,750888,,1114288,127500,160021,1249863,2124784,,17863,1736853,478564,345894,807925,894,2545736,312660,1283304,173774,,,1707564,194688,,,42222,
2016-10-03,7520012,11273231,72878,1130534,120341,153395,782538,312479,10626220,,77172,,110219,5557432,,2289317,997319,,1117405,611565,954092,3873605,216150,,205199,186908,727095,2112968,243437,,2514609,,,136886,5551217,2762974,614754,587439,,595124,84200,267841,877112,1001181,,26060,472364,317448,337532,688222,7,1371337,42898,1101885,154288,,,1341044,179282,,,45368,
2016-10-04,7897397,11499480,68255,799730,103807,77017,615334,397099,8219372,,127115,,84487,5272283,,6744621,1208477,,1282508,771391,1238418,1872106,176847,,721746,139648,560922,1564160,268589,,2797603,,,174207,2419824,1706447,146733,1853786,,558306,71100,217866,1531556,914048,,34080,421029,372440,233016,502881,330,1081122,52848,930680,162759,,,1150954,115730,,,38158,
2016-10-05,7871322,13617171,33903,873100,82262,62044,979330,318928,7910212,,117389,,101963,6963262,,7604853,1336667,,1131322,607100,1221231,1411669,127153,,772590,930116,1957855,2266240,285188,,1953441,,,199161,1296760,1175212,105030,863525,,769397,111200,377628,1224241,977263,,198480,486893,271802,356092,418810,229,964360,43494,1119372,1673720,,,1084690,364831,,,29632,
2016-10-06,11430486,13487677,34444,1239380,65944,281858,680615,349669,10168169,,102598,,75986,6323037,,5619658,1388254,,1405894,691873,1118292,734943,176451,,581406,348174,16731379,1940854,248402,,1904070,,,185402,2031479,1029659,67033,1019173,,596897,115600,180595,572624,865092,,331408,394392,252307,410960,575841,2500,1374988,22467,806637,596622,,,1861910,284634,,,59756,
2016-10-07,10770473,20752399,23489,863707,53780,130508,623669,298136,11149150,,109612,,128098,8107094,,4760016,1043154,,940729,623107,986285,1280594,233673,,459910,152479,5197185,1348221,288586,,1679823,,,112051,1261227,979457,196867,566620,,517011,61400,228772,840111,1525994,,120623,631494,240848,488611,456177,500,983269,13413,773003,872506,,,2863170,108563,,,41863,
2016-10-10,20345855,9148093,81545,673013,225331,86700,678691,226614,7161123,,89509,,65343,18776250,,3255420,958640,,1301924,868319,1660437,508243,111852,,188826,170594,2680946,1225832,162684,,1628204,,,129154,1218176,827341,169014,590472,,732014,81100,114832,1012898,987242,,175518,397176,299290,338192,239305,212,799805,13797,1889978,615949,,,1530288,126175,,,44179,
2016-10-11,13955380,9080477,73338,1157051,69855,73808,735904,785785,11909999,,111831,,277441,8370244,,4351871,1487352,,1682050,1061024,1507623,1090156,129095,,182000,168568,2199461,1100715,237753,,2761896,,,174123,1443549,823053,96690,831371,,807968,53400,305883,2056805,1494581,,61026,306904,277728,306416,446031,200,2329307,91507,11033440,340314,,,1938127,284359,,,96701,
2016-10-12,10121895,14831586,60507,1013483,103024,157274,882567,286274,10014543,,122057,,70016,7430107,,1908558,1645470,,1673563,908890,1462298,869940,314197,,316122,112159,2361371,1162307,354825,,2251091,,,212507,1646050,749911,648555,940373,,856319,118800,150986,1197208,1823719,,139132,206615,483461,420036,538784,164,2255974,20751,2883166,559752,,,1405462,305525,,,236849,
2016-10-13,14541462,10372033,91614,1914815,110114,558511,2536665,332574,10586082,,184645,,104862,5581502,,2556396,1306782,,1578814,738281,1042606,536802,288568,,338966,265304,2264457,1341438,197474,,2430900,,,194927,1121773,693041,142364,627781,,532407,195500,123394,1442174,1571633,,167322,272429,388615,259858,586032,2108,2114074,12585,2117820,583053,,,1533847,378783,,,120493,
2016-10-14,12204208,9370024,89732,1238159,143812,275722,1078619,403733,7359055,,109230,,75004,6418212,,553379,1639744,,4144106,874793,1641558,954169,362282,,194948,169080,2010809,707026,213545,,2817469,,,208844,2226567,743626,328286,1001539,,590366,63000,109224,986294,1149803,,160709,164016,230130,301563,517757,2511,1976996,7580,1468694,401476,,,1304838,160921,,,68308,
2016-10-17,13054599,7956090,57009,1399434,78864,369236,1309340,236329,8181411,,294416,,142315,6556174,,546212,1483700,,1521762,1310245,1713854,958234,308069,,180480,75238,1475061,815591,228221,,2348428,,,234604,3105908,910969,222328,677636,,498012,85800,95580,676066,1209675,,69724,186980,320954,518082,639736,304,1934626,27532,1444808,171476,,,1230385,194519,,,64030,
2016-10-18,9987994,7353657,39998,1036394,51876,378946,723950,478270,6353498,,70410,,79904,3246254,,3870368,773615,,1196605,791016,1614983,828353,174967,,149615,55266,2065120,911426,200984,,2001839,,,234999,1984820,487043,370892,374628,,414019,64800,92368,678122,1153112,,63551,99664,327767,211529,385069,655,1510249,18078,2517647,448571,,,1067365,171938,,,38413,
2016-10-19,5582664,4516396,43802,749430,42255,334194,700632,467667,6326426,,183614,,117309,2775286,,2969675,923470,,1156617,465625,1479413,1095250,137173,,123614,86493,1624295,1158315,223883,,2502725,,,139472,1599696,740723,188885,1586626,,400030,70900,107235,554177,988160,,28936,108560,321453,194753,322158,370,1318814,18946,1002382,351134,,1884289,815099,145253,,,59874,
2016-10-20,6323380,6129221,39362,1172382,47622,201003,549240,1150934,10351438,,72733,,96165,3538956,,10387548,813576,,1071795,557533,3412623,354422,249588,,183671,45233,1184354,2417881,434225,,2922591,,,83427,1829559,853037,104318,1027247,,346406,22500,105330,585945,1323709,,16754,114986,454472,348635,789113,3847,1045939,13214,1604019,322562,,355603,893129,206420,,,129065,
2016-10-21,7397586,11276231,18131,1037604,58918,382098,894223,963127,8256474,,69701,,52724,3693623,,10593580,565081,,680167,412081,1710822,1224380,169275,,542107,78874,1484184,1849565,218734,,3540978,,,85375,1871465,967149,88787,750901,,521980,45900,97286,1031339,1567526,,30756,111427,492922,239638,345724,130,1142947,5867,2116082,536765,,113857,792924,161079,,,47179,
2016-10-24,9940882,6245816,31940,895833,64112,231165,889956,592438,7404026,,141337,,90163,4172510,,7262925,1100901,,867872,3711302,1247233,504465,204208,,642974,49637,1108385,2339583,218316,,2920217,,,122230,1822595,542286,322664,693780,,513913,64500,50037,502171,1088183,,31421,135646,395055,241288,729830,398,2032698,26977,738241,390592,,100745,994859,150683,,,40608,
2016-10-25,15188534,4655658,29395,779681,46940,521563,666963,423721,6140797,,106277,,90794,3227205,,5019570,1026112,,699980,1410447,2579557,607972,114846,,462727,182467,1083698,1624164,403551,,2414661,,,106689,2766265,619551,100409,663129,,509344,244800,109546,1505894,1838332,,47967,60203,369490,201359,433280,2140,2557667,11723,1148691,316810,,85089,764539,157981,,,42784,
