,MRK,NVAX,NVTA,BMRN,CTMX,BPMC,SGEN,ICLR,GILD,VXRT,EVT,ALLO,ALT,EXEL,DTIL,SAN,AGEN,MRNA,BLUE,INO,ZIOP,MTEM,MGNX,GH,EDIT,NSTG,ALNY,IQV,CRL,TXG,AMGN,SWTX,TCRR,IBRX,EXAS,ISEE,ADAP,SGMO,RAPT,REGN,FATE,TECH,QGEN,BIIB,PSNL,BGNE,ARCT,FGEN,LGND,BCRX,GMAB,VRTX,SYRS,ILMN,NTLA,VIR,CRSP,INCY,NTRA,TWST,BNTX,BBH,IDNA
2012-12-07,31.9854754847,35.5,,46.96,,,25.54,27.27,30.1115913264,,8.3161694738,,8.88903061224,4.37,,4.71031860428,4.16,,,1.9272,3.99,45.21,,,,,16.65,,38.62,,70.3665826847,,,,9.95,,,5.93,,180.87,,63.2818997998,17.9283931168,151.285,,,,,18.38,1.37,1.422,38.88,,51.58,,,,17.86,,,,52.6401345398,
2012-12-10,31.8779733265,34.4,,48.3,,,24.3,27.67,30.2480640734,,8.33620843639,,8.65714285714,4.42,,4.6172293038,4.0,,,1.92,4.09,46.64,,,,,17.5991,,38.85,,71.4979294625,,,,9.9009,,,6.06,,184.69,,63.711456312,17.9083725773,153.14,,,,,18.95,1.44,1.422,40.25,,52.15,,,,18.16,,,,53.4289087297,
2012-12-11,32.3868168755,35.6,,49.58,,,24.43,27.84,31.0994910621,,8.36626688027,,8.73443877551,4.74,,4.66067097736,4.0,,,1.96,4.44,47.96,,,,,17.99,,39.3,,71.6652413099,,,,10.35,,,6.08,,184.6,,63.6474798102,17.9684341958,154.22,,,,,19.5,1.45,1.422,41.84,,52.36,,,,17.84,,,,54.3563684914,
2012-12-12,32.4369845494,36.8,,50.17,,,24.45,28.08,31.0546791153,,8.33620843639,,9.19821428571,4.89,,4.72893646438,3.8804,,,1.98,4.17,47.74,,,,,18.6,,35.65,,71.8405203882,,,,10.2,,,5.94,,183.0359,,63.5012478061,17.7882493404,152.35,,,,,19.11,1.42,1.422,42.25,,53.22,,,,16.75,,,,53.9549205089,
2012-12-13,31.806305221,35.6,,49.37,,,23.58,27.9,30.4599023672,,8.30114025186,,9.04362244898,5.0,,4.73514241774,3.88,,,2.0,4.1,46.86,,,,,18.44,,36.9,,71.0278628436,,,,10.19,,,5.91,,179.04,,62.9528777905,17.7081671824,151.56,,,,,18.73,1.51,1.422,42.15,,53.21,,,,16.54,,,,53.5848326065,
2012-12-14,31.5095911108,36.042,,49.4101,,,23.49,28.2076,30.24399026,,8.3913155835,,8.96632653061,4.71,,4.79099599803,3.91,,,1.96,4.08,48.73,,,,,18.54,,36.64,,71.0676989977,,,,9.96,,,5.98,,179.71,,62.2765547712,17.6180747547,151.25,,,,,19.94,1.5,1.422,41.79,,51.22,,,,16.04,,,,52.7862218697,
2012-12-17,31.5747234765,37.6,,49.7,,,23.9,28.31,30.7409954879,,8.37127662091,,8.88903061224,4.6,,4.81581981149,3.96,,,2.04,4.07,47.63,,,,,18.56,,37.2,,71.3067159226,,,,10.29,,,6.09,,179.4,,63.4464108045,17.9484136563,152.65,,,,,21.04,1.53,1.422,41.81,,51.86,,,,16.055,,,,53.360832034,
2012-12-18,32.0161761769,38.2,,49.27,,,23.9205,28.54,30.8999149464,,8.44141298997,,8.81173469388,4.82,,4.87787934515,4.04,,,2.08,4.12,48.29,,,,,18.4,,38.05,,71.1394040752,,,,10.58,,,6.11,,180.02,,63.0899702944,18.1285985118,153.42,,,,,20.79,1.62,1.422,43.33,,51.85,,,,16.24,,,,53.8185723343,
2012-12-19,31.596434265,40.44,,48.7,,,23.89,28.1807,30.4517547405,,8.43640324932,,8.73443877551,4.67,,4.91511506534,3.94,,,2.08,4.03,48.4011,,,,,18.34,,37.4,,70.5020256088,,,,10.23,,,6.26,,175.65,,63.9765018196,18.5790606504,151.31,,,,,21.48,1.64,1.422,43.02,,52.1653,,,,16.15,,,,53.3509954871,
2012-12-20,30.5101711447,40.2,,49.02,,,23.92,28.43,30.0077090861,,8.46646169321,,9.19821428571,4.69,,4.97096864563,3.88,,,2.06,4.01,48.29,,,,,18.66,,37.81,,70.4405185868,,,,10.95,,,6.16,,172.84,,63.8119908149,18.8593482033,151.21,,,,,21.5,1.59,1.422,43.34,,56.22,,,,16.7195,,,,53.3900494999,
2012-12-21,30.0477313487,38.8,,48.89,,,23.47,28.08,29.6492135119,,8.5017596276,,8.81173469388,4.59,,4.97717459899,3.91,,,2.08,4.05,47.08,,,,,18.07,,37.81,,69.4423839085,,,,10.71,,,5.89,,173.48,,62.6238557811,18.4989784924,149.91,,,,,21.33,1.57,1.422,43.04,,56.39,,,,16.35,,,,52.8777699298,
2012-12-24,29.9753620535,38.6,,48.93,,,23.295,27.9,29.6003277518,,8.43620632087,,8.85038265306,4.58,,4.92752697207,3.83,,,2.012,4.13,48.29,,,,,18.4,,37.25,,69.6335974484,,,,10.71,,,6.01,,173.04,,63.0899702944,18.4088860647,149.07,,,,,21.43,1.52,1.4,42.49,,56.1,,,,16.2,,,,52.6246492828,
2012-12-26,29.9174666174,37.2,,48.16,,,23.04,27.63,29.5269991116,,8.41603607264,,8.88903061224,4.59,,4.95235078553,3.83,,,2.0,4.23,46.75,,,,,17.68,,36.77,,69.2272686761,,,,10.59,,,5.85,,170.01,,62.0023697634,18.2287012092,148.43,,,,,21.42,1.43,1.4,41.75,,55.72,,,,16.06,,,,52.1554747758,
2012-12-27,29.8161496042,36.6,,48.63,,,23.26,27.66,29.5758848718,,8.3946051839,,8.73443877551,4.55,,4.99579245909,3.78,,,1.95,4.21,46.75,,,,,17.74,,37.01,,68.6376935948,,,,10.49,,,6.04,,168.77,,62.7335297842,18.1686395907,147.76,,,,,21.53,1.42,1.4,41.76,,55.41,,,,16.08,,,,52.087067745,
2012-12-28,29.4108815513,36.4,,47.94,,,22.98,27.57,29.4855276918,,8.31847514898,,8.65714285714,4.51,,4.91511506534,3.72,,,1.9408,4.21,46.2,,,,,17.66,,36.88,,67.9126755893,,,,10.45,,,5.96,,167.97,,62.4776237769,18.0985677025,146.05,,,,,20.56,1.4,1.4,40.94,,54.75,,,,16.07,,,,51.5984460963,
2012-12-31,29.6279894368,37.8,,49.2,,,23.17,27.76,29.9221590059,,8.37430384125,,8.65714285714,4.57,,5.07026389947,4.1,,,1.998,4.16,46.31,,,,,18.25,,37.47,,68.6775297489,,,,10.59,,,6.01,,171.07,,62.4593447764,18.1684393854,146.37,,,,,20.74,1.42,1.4,41.9,,55.59,,,,16.61,,,,52.2825164044,
2013-01-02,29.9174666174,39.4,,51.92,,,24.14,28.2,30.5780429542,,8.59761861035,,9.04362244898,4.83,,5.11991152639,4.24,,,2.0128,4.53,47.63,,,,,19.17,,38.04,,71.0278628436,,,,11.05,,,6.15,,181.2,,63.3732948024,18.7992865848,150.0,,,,,20.72,1.63,1.4,43.65,,55.42,,,,17.0,,,,54.0708716385,
2013-01-03,30.6339226394,38.4,,52.17,,,24.47,28.49,30.5332310074,,8.62299528866,,8.96632653061,4.8,,5.07646985284,4.15,,,2.07,4.39,46.75,,,,,18.73,,38.44,,70.5816979171,,,,11.08,,,6.33,,180.71,,63.1539467962,18.7091941571,147.86,,,,,20.42,1.68,1.4,45.15,,55.55,,,,17.1,,,,53.9242851439,
2013-01-04,30.3733931769,38.8,,52.54,,,24.9709,28.82,30.8487478508,,8.73465267321,,9.12091836735,4.83,,5.14473533985,4.18,,,2.1196,4.49,46.31,,,,,19.04,,39.04,,70.8924199195,,,,11.06,,,6.65,,181.07,,63.2362022985,18.5690503806,145.93,,,,,19.38,1.66,1.4,45.85,,54.76,,,,17.28,,,,54.2076857001,
2013-01-07,30.4819471196,39.8,,52.14,,,26.1793,28.64,31.3194769826,,8.78540602982,,8.88903061224,4.82,,5.12611747976,4.12,,,2.48,4.42,46.75,,,,,19.76,,38.9,,70.5338945322,,,,11.4706,,,6.47,,182.53,,62.6147162808,18.6391222689,146.42,,,,,19.1602,1.65,1.4,47.29,,50.8962,,,,17.8916,,,,54.4910862563,
2013-01-08,30.5253686967,39.0,,51.84,,,26.51,28.75,31.5313152765,,8.78540602982,,8.88903061224,4.86,,5.13232343312,4.09,,,2.48,4.42,53.4589,,,,,19.53,,38.83,,70.2311397606,,,,11.82,,,6.6497,,176.63,,62.6055767806,18.7392249663,144.39,,,,,19.49,1.6,1.4,48.5,,52.391,,,,18.8,,,,55.0285700698,
2013-01-09,30.8220828068,39.6,,51.93,,,27.16,28.69,31.7227845036,,8.85138539342,,8.73443877551,5.03,,5.15094129322,3.99,,,2.514,4.67,55.77,,,,,20.2,,39.91,,70.6454357638,,,,11.69,,,6.82,,183.4,,63.9856413198,19.0995946772,144.08,,,,,20.4,1.61,1.4,48.25,,52.53,,,,19.31,,,,55.663778213,
2013-01-10,30.9595844676,40.6,,51.79,,,27.18,28.65,31.751301197,,8.97319344929,,8.73443877551,4.86,,5.31889983569,4.09,,,2.48,4.52,51.81,,,,,20.25,,40.46,,69.9602539124,,,,11.73,,,6.9,,183.77,,63.6566193105,18.909399552,143.91,,,,,20.25,1.64,1.4,46.8,,53.64,,,,18.96,,,,55.6929977876,
2013-01-11,31.2852462958,43.0,,51.56,,,26.87,28.29,31.8083345838,,8.95289210665,,10.2795841837,4.82,,5.42641624141,4.02,,,2.4,4.49,50.6,,,,,20.16,,40.3,,69.2830392919,,,,11.59,,,6.98,,179.46,,63.4829688055,19.1296254865,143.79,,,,,20.05,1.84,1.4,47.31,,52.68,,,,18.2,,,,55.4976468525,
2013-01-14,31.3648525205,43.0,,52.98,,,27.64,28.87,31.6820463702,,8.92751542834,,9.73928571429,4.66,,5.47068770259,4.04,,,2.56,4.46,52.14,,,,,20.55,,41.33,,69.2511703686,,,,11.5,,,8.2,,179.4,,63.9856413198,18.9794714402,143.88,,,,,20.28,1.89,1.4,47.34,,52.62,,,,19.22,,,,55.5465090174,
2013-01-15,31.0247168333,41.0,,53.76,,,29.36,28.77,31.5150200231,,8.9072140857,,9.81658163265,4.72,,5.4137672525,4.08,,,2.696,4.42,50.38,,,,,20.13,,41.34,,67.785199896,,,,11.69,,,8.77,,174.84,,63.711456312,19.0595535982,143.01,,,,,20.48,1.72,1.4,47.08,,51.62,,,,19.54,,,,55.5953711822,
2013-01-16,30.7858981593,40.0,,52.32,,,29.21,28.64,31.4376175696,,9.00872079892,,9.73928571429,4.64,,5.36317129687,4.06,,,2.68,4.25,49.39,,,,,22.14,,41.44,,67.179690353,,,,11.59,,,8.6,,170.03,,63.4098528035,19.1196152167,142.82,,,,,20.16,1.73,1.4,46.45,,50.59,,,,18.91,,,,54.940618173,
2013-01-17,30.9378736791,40.6,,53.56,,,28.94,28.67,31.58427485,,9.15083019744,,9.81658163265,4.63,,5.42641624141,4.1,,,2.88,4.17,49.61,,,,,21.85,,42.19,,66.8769355815,,,,11.49,,,9.03,,169.59,,63.6931773115,19.1496460259,143.72,,,,,20.06,1.69,1.4,46.79,,51.59,,,,19.21,,,,55.1653841314,
2013-01-18,31.1043230579,39.6,,54.08,,,29.35,28.65,31.8898108507,,9.24218623935,,9.97117346939,4.63,,5.4137672525,4.14,,,2.88,4.03,47.63,,,,,22.65,,42.39,,65.3950306472,,,,11.47,,,9.02,,167.97,,63.9490833188,19.3298308814,144.28,,,,,20.21,1.66,1.4,46.31,,51.03,,,,19.18,,,,55.4781019865,
2013-01-22,31.2635355073,39.2,,55.22,,,29.85,28.51,31.739079757,,9.18128221141,,10.0484693878,4.65,,5.43906523032,4.23,,,2.88,4.041,47.41,,,,,23.4,,43.04,,66.3590655776,,,,11.35,,,9.56,,175.07,,62.4593447764,19.4549592532,144.86,,,,,19.9,1.63,1.4,47.07,,50.75,,,,19.18,,,,55.917763746,
2013-01-23,30.9885321857,38.4,,54.58,,,29.54,28.73,31.3031817293,,9.17113154009,,11.2079081633,4.62,,5.4137672525,4.34,,,2.76,4.06,56.54,,,,,23.66,,42.55,,66.1837864993,,,,11.25,,,9.81,,176.16,,62.2856942715,19.4299335789,143.55,,,,,19.85,1.63,1.4,46.5,,50.6,,,,18.38,,,,55.3412879249,
2013-01-24,31.118796917,37.4,,54.88,,,29.6,28.96,31.9386966108,,9.17620687575,,11.2079081633,4.59,,5.45171421922,4.2,,,2.6,4.05,54.01,,,,,23.81,,42.87,,65.825261112,,,,11.45,,,9.56,,173.14,,63.8302698154,19.7602724805,146.41,,,,,19.52,1.57,1.4,47.32,,50.95,,,,18.25,,,,55.7224128109,
2013-01-25,31.4516956747,37.4,,55.4,,,30.3,29.21,32.3297826918,,9.25741224633,,10.9760204082,4.78,,5.57187961385,4.17,,,2.5196,4.19,54.67,,,,,24.77,,43.15,,66.4626395784,,,,11.42,,,9.79,,174.48,,65.0001258487,20.3108373166,146.2,,,,,19.85,1.6,1.4,46.85,,52.06,,,,18.7,,,,56.4162555519,
2013-01-28,31.0681384104,36.2,,55.15,,,30.13,29.15,32.1342396513,,9.25741224633,,10.8214285714,4.76,,5.54658163603,4.35,,,2.616,4.01,52.14,,,,,25.0,,42.28,,68.1915286683,,,,11.4,,,9.74,,170.9,,64.6711038393,19.9104265267,149.99,,,,,19.9,1.65,1.4,45.92,,51.62,,,,18.74,,,,56.3185312222,
2013-01-29,31.596434265,36.6,,54.8,,,30.29,28.64,32.5090304789,,9.33607994908,,10.6281887755,4.79,,5.52760815267,4.38,,,2.64,4.07,49.5,,,,,24.63,,41.88,,68.9882517513,,,,11.1,,,9.56,,174.96,,64.8813123453,20.0005189544,153.92,,,,,20.18,1.67,1.4,46.39,,50.2,,,,18.6,,,,56.5335247476,
2013-01-30,31.4806433927,35.6,,54.16,,,29.45,28.96,32.4682923454,,9.30309026728,,10.7441326531,4.74,,5.47701219704,4.36,,,2.5716,4.0,49.17,,,,,23.81,,41.42,,68.0242168209,,,,10.82,,,9.54,,174.76,,64.7533593417,21.2217718636,155.08,,,,,19.98,1.58,1.4,44.65,,50.87,,,,17.84,,,,56.2110344595,
2013-01-31,31.2997201549,35.8,,54.89,,,29.45,29.31,32.142387278,,9.25233691067,,11.0533163265,4.66,,5.17343646326,4.55,,,2.62,3.97,50.82,,,,,24.13,,41.32,,68.0879546675,,,,11.02,,,9.57,,173.94,,65.5119378632,21.0015459291,156.08,,,,,20.1,1.62,1.4,44.78,,50.63,,,,18.38,,,,56.3673933871,
2013-02-01,30.2720761636,36.0,,56.0,,,29.58,29.3,33.0467738402,,9.22696023236,,10.8214285714,4.765,,5.23035691334,4.58,,,2.84,4.05,50.27,,,,,24.24,,41.79,,68.7572020572,,,,11.25,,,9.55,,172.88,,65.3839848596,21.2918437518,157.3,,,,,20.25,1.65,1.4,45.44,,51.5,,,,18.44,,,,57.3055469525,
2013-02-04,29.5628570711,36.0,,55.6,,,29.11,29.03,32.2564540516,,9.1305288548,,10.8214285714,4.73,,4.85088724611,4.48,,,2.88,3.99,48.62,,,,,23.67,,41.62,,68.3110371308,,,,11.09,,,9.24,,170.68,,64.4883138341,20.771309725,155.73,,,,,20.0,1.59,1.4,44.63,,50.6,,,,18.04,,,,56.3087587892,
2013-02-05,29.982598983,37.8,,55.99,,,29.89,28.47,33.0304785868,,9.27263825331,,10.512244898,4.79,,5.00899960745,4.61,,,3.2,4.02,49.94,,,,,24.54,,41.62,,68.9404483663,,,,11.13,,,9.37,,169.94,,63.3458763016,21.0115561989,157.36,,,,,20.13,1.59,1.768,45.6,,51.0,,,,18.27,,,,56.9537393654,
2013-02-06,29.7365433795,36.2,,55.68,,,30.09,28.07,32.5171781056,,9.27771358897,,10.4349489796,4.7,,5.01532410191,4.86,,,3.28,4.18,50.49,,,,,24.4,,41.65,,68.9882517513,,,,11.11,,,9.42,,167.63,,63.0899702944,20.7012378367,160.98,,,,,20.83,1.6,1.768,45.86,,51.82,,,,18.34,,,,56.8159480605,
2013-02-07,29.6714110139,36.2,,54.79,,,29.81,27.99,32.8838213064,,9.25741224633,,9.97117346939,4.7,,4.90780769619,4.88,,,3.12,4.07,48.73,,,,,23.84,,41.44,,67.8967411276,,,,10.86,,,8.66,,163.99,,63.0351332928,20.5410735208,160.3,,,,,20.3,1.51,1.768,45.65,,51.3,,,,18.02,,,,56.3273264119,
2013-02-08,29.8016757451,36.4,,55.01,,,30.4,28.08,33.3237931475,,9.2878642603,,9.97117346939,4.74,,5.04694657418,4.7,,,3.1,4.06,48.95,,,,,24.82,,41.59,,69.1316619062,,,,10.87,,,8.805,,165.88,,63.6017823089,20.5610940603,164.44,,,,,20.72,1.43,1.768,46.0,,50.88,,,,18.32,,,,56.7788128152,
2013-02-11,29.9464143354,36.0,,54.84,,,29.44,28.04,32.9164118132,,9.29801493162,,9.97117346939,4.77,,4.99635061855,4.72,,,3.084,3.99,48.4,,,,,24.54,,41.64,,68.0321840517,,,,10.96,,,9.05,,170.35,,63.5103873063,20.6311659485,163.96,,,,,20.48,1.36,1.72,45.7,,50.25,,,,18.36,,,,56.3781430633,
2013-02-12,29.9970728421,36.4,,54.82,,,29.24,27.25,33.2667597607,,9.32846694559,,10.1257653061,4.69,,5.11019151872,4.54,,,2.888,4.69,49.06,,,,,24.31,,40.88,,67.7277536474,,,,11.0,,,9.04,,168.18,,62.8614827879,20.7562943203,165.45,,,,,20.54,1.48,1.72,45.89,,50.27,,,,18.42,,,,56.1621722946,
2013-02-13,29.7799649566,38.0,,54.86,,,27.76,27.46,33.7311744818,,9.36906963088,,9.89387755102,4.75,,5.11019151872,4.35,,,2.92,4.7,48.95,,,,,24.22,,41.24,,68.0482067046,,,,11.07,,,8.7,,170.33,,62.7426692845,20.7913302645,165.91,,,,,20.75,1.47,1.72,46.48,,49.76,,,,18.65,,,,56.6605663763,
2013-02-14,29.8089126747,38.0,,54.97,,,27.8,27.96,33.8941270156,,9.34876828823,,10.4349489796,4.71,,5.03429758527,4.37,,,2.9156,4.69,50.05,,,,,24.11,,41.23,,67.8719575231,,,,11.15,,,8.82,,169.24,,62.458101216,21.3719259098,164.59,,,,,22.07,1.41,1.72,45.66,,48.79,,,,20.56,,,,56.73874584,
2013-02-15,29.9753620535,37.8,,56.28,,,27.38,28.43,33.8941270156,,9.34369295257,,11.2079081633,4.71,,4.95207915737,4.36,,,2.92,4.59,50.05,,,,,24.09,,40.46,,66.9827002893,,,,11.22,,,8.56,,164.93,,62.5590769823,22.0025729038,168.74,,,,,21.92,1.38,1.828,45.61,,48.73,,,,22.0,,,,56.6801112422,
2013-02-19,30.5543164148,38.0,,56.51,,,27.7,28.73,34.4481656302,,9.39317747527,,11.2852040816,4.8,,5.04694657418,4.56,,,2.968,4.65,49.06,,,,,24.7,,41.69,,67.4000903963,,,,11.35,,,8.99,,160.42,,62.705950824,22.0826550618,166.81,,,,,21.44,1.4,1.828,46.52,,49.02,,,,21.86,,,,56.8951047676,
2013-02-20,30.8727413134,37.2,,55.17,,,27.46,29.19,34.1222605628,,9.37275752424,,10.8214285714,4.72,,4.87618522392,4.32,,,2.928,4.64,54.45,,,,,23.92,,41.21,,67.8158782381,,,,10.57,,,9.05,,158.42,,62.3112273743,22.1126858711,164.77,,,,,21.42,1.38,1.828,45.441,,48.81,,,,21.2,,,,56.4455728509,
2013-02-21,30.7569504412,36.6,,53.27,,,26.83,28.97,33.8452412554,,9.22981786701,,11.1306122449,4.65,,4.7560198293,4.26,,,2.84,4.51,50.93,,,,,23.42,,40.35,,68.2004219068,,,,10.34,,,8.82,,159.31,,62.4305623707,21.2217718636,162.6,,,,,20.75,1.28,1.828,44.82,,48.36,,,,20.98,,,,55.9764960682,
2013-02-22,31.0970861284,36.8,,56.1,,,27.23,29.58,34.5866752839,,9.26555278131,,10.6668367347,4.41,,4.91413219065,4.35,,,2.7308,4.5,51.15,,,,,23.44,,40.4,,69.5543360736,,,,10.82,,,9.0,,160.38,,62.7334896694,21.3018540215,164.4,,,,,21.22,1.26,1.828,45.91,,49.03,,,,21.04,,,,57.0983713734,
2013-02-25,30.7714243002,35.0,,55.19,,,26.88,30.04,34.2933607232,,9.15324305063,,9.97117346939,4.48,,4.62952994022,4.11,,,2.608,4.47,50.93,,,,,23.01,,39.76,,71.7414281893,,,,10.5,,,8.65,,159.37,,62.1918923778,21.5020594165,161.36,,,,,20.52,1.2,1.828,44.86,,48.76,,,,20.85,,,,56.7973804379,
2013-02-26,30.6990550051,36.0,,55.92,,,26.88,30.07,34.4237227502,,9.22981786701,,10.0484693878,4.46,,4.68012589585,4.17,,,2.64,4.62,50.49,,,,,23.59,,39.61,,71.6773375778,,,,10.87,,,8.77,,161.63,,62.4489216009,21.36191564,161.99,,,,,20.5,1.23,1.828,44.18,,48.79,,,,20.96,,,,56.748518273,
2013-02-27,31.0970861284,36.0,,56.44,,,27.8,30.76,34.9451708581,,9.3523375732,,9.81658163265,4.41,,4.80661578493,4.11,,,2.7288,4.51,52.14,,,,,23.53,,40.39,,72.9271045011,,,,10.69,,,9.31,,164.8,,62.6600527485,21.36191564,166.06,,,,,20.57,1.23,1.828,46.97,,49.02,,,,21.64,,,,57.4922004222,
2013-02-28,30.9233998201,36.4,,57.97,,,28.14,31.16,34.8066612044,,9.39317747527,,10.0484693878,4.56,,4.79396679602,4.28,,,2.76,4.44,50.93,,,,,23.69,,40.74,,73.3436934755,,,,10.695,,,10.19,,167.0,,62.4122031405,21.4620183375,166.34,,,,,20.54,1.2,1.828,46.82,,50.13,,,,22.23,,,,58.0384794254,
2013-03-01,30.8510305249,36.6,,59.61,,,28.33,31.49,35.4014379526,,9.44933234061,,9.89387755102,4.54,,4.73704634594,4.3,,,2.68,4.51,52.041,,,,,23.74,,40.6,,74.1688600979,,,,10.98,,,10.33,,171.73,,62.5774362125,21.401956719,168.7,,,,,20.63,1.19,1.828,46.17,,52.22,,,,22.46,,,,58.6834600016,
2013-03-04,31.3648525205,35.8,,60.37,,,28.94,31.73,35.7436382734,,9.58716701009,,9.97117346939,4.54,,4.74969533485,4.4,,,2.73,4.64,53.46,,,,,24.04,,40.49,,74.2890299943,,,,10.98,,,10.8,,172.65,,62.2469700685,20.9114535014,169.96,,,,,21.12,1.21,1.828,46.31,,52.65,,,,22.72,,,,59.1915287919,
2013-03-05,31.2997201549,36.6,,60.63,,,30.43,31.99,36.6806153423,,9.60248197336,,9.97117346939,4.77,,4.82558926829,4.46,,,2.74,4.74,54.89,,,,,25.38,,41.32,,74.8578341709,,,,10.9,,,10.59,,174.64,,62.9629800471,21.3318848308,171.31,,,,,21.95,1.22,1.828,48.33,,53.0,,,,22.63,,,,60.1297800816,
2013-03-06,31.610908124,36.8,,61.25,,,30.48,31.9,36.9902251564,,9.62290192439,,10.6668367347,4.73,,4.78131780712,4.45,,,2.7604,5.0,54.34,,,,,25.39,,41.9,,74.7216416216,,,,10.86,,,9.86,,174.55,,62.5774362125,20.9715151199,172.45,,,,,22.59,1.23,1.828,49.51,,53.24,,,,22.97,,,,60.4522703697,
2013-03-07,31.3141940139,40.2,,61.78,,,30.79,31.73,36.6235819555,,9.67395180198,,11.2852040816,4.72,,4.83191376275,4.47,,,2.08,4.9,53.9,,,,,24.71,,41.7,,74.4652791758,,,,10.91,,,9.64,,171.94,,62.3020477591,21.0015459291,171.47,,,,,22.76,1.27,1.828,50.17,,53.33,,,,23.03,,,,60.6379465962,
2013-03-08,31.0970861284,41.0,,61.46,,,30.99,31.83,37.0146680365,,9.67395180198,,12.5219387755,4.8,,4.9204566851,4.41,,,2.16,5.04,55.11,,,,,24.58,,43.03,,74.505335808,,,,10.95,,,9.64,,172.97,,62.2836885289,21.0616075476,172.38,,,,,22.97,1.27,1.828,52.81,,53.77,,,,23.53,,,,61.0386163481,
2013-03-11,31.596434265,41.2,,61.05,,,31.37,31.74,37.4301969975,,9.66374182646,,13.9132653061,4.7,,4.89515870729,4.43,,,2.136,5.16,56.76,,,,,24.51,,43.24,,73.2555688847,,,,10.77,,,9.46,,171.75,,61.797168928,21.1817307846,174.14,,,,,22.58,1.3,1.828,52.55,,53.79,,,,23.39,,,,61.1852028427,
2013-03-12,32.5951305381,40.9,,62.06,,,32.0,31.9,37.6257400379,,9.66374182646,,15.3045918367,4.74,,4.83191376275,4.37,,,2.1508,5.37,56.65,,,,,24.76,,44.53,,73.5039200041,,,,10.31,,,9.31,,172.19,,61.7696300827,20.9915356594,176.05,,,,,22.51,1.25,1.828,52.41,,53.27,,,,23.48,,,,61.4979206978,
2013-03-13,32.5806566791,41.0,,61.47,,,32.72,31.49,37.3731636107,,9.68926676525,,13.8359693878,4.74,,4.81294027939,4.39,,,2.16,5.255,55.99,,,,,24.47,,45.79,,73.335682149,,,,10.19,,,9.12,,172.84,,61.8430670036,20.9214637712,176.15,,,,,21.86,1.24,1.828,52.77,,52.57,,,,24.49,,,,61.3122444713,
2013-03-14,32.3468416951,41.8,,62.39,,,32.96,31.9,37.3813112374,,9.68926676525,,13.5267857143,4.75,,4.90780769619,4.39,,,2.14,5.43,55.66,,,,,24.99,,45.68,,73.8484070406,,,,10.14,,,9.31,,171.93,,61.7512708525,20.9314740409,176.78,,,,,23.1,1.32,1.828,52.79,,52.74,,,,24.95,,,,61.7617763881,
2013-03-15,32.2153207666,42.0,,61.25,,,33.55,31.955,36.8028297426,,9.63821688767,,12.7538265306,4.61,,4.9204566851,4.35,,,2.172,5.61,53.9,,,,,25.0,,44.65,,73.5503856974,,,,10.09,,,9.16,,171.84,,61.8247077734,20.7913302645,176.78,,,,,23.27,1.31,1.828,52.31,,52.28,,,,24.84,,,,61.2536098735,
2013-03-18,31.8792117271,42.6,,61.48,,,33.41,31.95,36.5013675552,,9.55653708354,,12.5219387755,4.68,,4.73704634594,4.21,,,2.1204,5.71,52.36,,,,,24.71,,44.18,,72.4143796095,,,,9.84,,,9.22,,170.11,,61.0260812587,20.6311659485,175.52,,,,,22.94,1.33,1.828,51.37,,52.18,,,,23.79,,,,60.5793119983,
2013-03-19,31.9303587548,42.4,,60.76,,,33.09,32.01,36.1591672344,,9.57057579987,,11.9035714286,4.64,,4.61055645686,4.16,,,2.12,5.255,54.01,,,,,23.97,,44.26,,74.0246562221,,,,9.75,,,9.04,,175.28,,61.6961931618,20.5911248695,175.61,,,,,23.49,1.29,1.828,51.9,,51.73,,,,22.53,,,,60.5119799352,
2013-03-20,32.2372409213,43.2,,61.08,,,34.39,32.76,36.273234008,,9.61165123249,,12.6765306122,4.63,,4.6738014014,4.15,,,2.04,5.33,53.35,,,,,24.26,,44.76,,75.3465250832,,,,9.76,,,9.36,,175.514,,61.7604504676,20.8013405342,178.1,,,,,24.55,1.26,1.828,52.48,,52.89,,,,22.86,,,,61.1656579767,
2013-03-21,31.9961192191,43.0,,59.85,,,34.78,32.71,36.2895292614,,9.57057579987,,13.3721938776,4.56,,4.60423196241,3.97,,,2.1344,5.14,53.79,,,,,23.7,,44.6,,75.5548195704,,,,10.01,,,9.29,,171.33,,61.54931932,20.4109400141,176.55,,,,,24.42,1.26,1.828,52.24,,53.13,,,,22.79,,,,60.6477190292,
2013-03-22,32.0764931198,43.2,,60.35,,,36.22,32.91,37.07984905,,9.59111351618,,13.681377551,4.65,,4.62952994022,3.92,,,2.318,4.85,51.26,,,,,23.83,,44.84,,77.3573680174,,,,10.07,,,9.32,,172.4,,62.0541981511,20.57110433,178.0,,,,,25.67,1.29,2.234,53.74,,52.98,,,,22.57,,,,61.2624050631,
2013-03-25,31.9230520366,43.2,,60.7,,,36.11,32.4,36.6480248356,,9.54490365449,,13.6040816327,4.64,,4.44611960106,4.0,,,2.22,5.13,52.69,,,,,23.57,,44.11,,77.5576511782,,,,10.07,,,9.32,,170.14,,62.458101216,20.2808065074,176.22,,,,,25.78,1.28,2.234,54.255,,52.88,,,,22.15,,,,60.9702093173,
